isbn13,title,authorLN,authorFN,subjects,num of subjects,format,price,publisher,pubdate
9781575254463,New Playwrights: The Best Plays of 2005,Lepidus,D. L.,"Drama Anthologies, American Drama, American Literature Anthologies",3.0,Paperback,$18.76,"Smith & Kraus, Inc.",May 2006
9780671047566,Tenderheaded: A Comb-Bending Collection of Hair Stories,Harris,Juliette,"Beauty & Grooming, American Literature Anthologies, Anthologies",3.0,Paperback,$18.07,Simon & Schuster Adult Publishing Group,January 2002
9781598875782,The Classic Hundred Poems: All-Time Favorites,Harmon,William,"Poetry, Anthologies (multiple authors)",2.0,Compact Disc,$29.95,HighBridge Company,December 2007
9780910043076,The Best of Bamboo Ridge,Chock,Eric,"American Literature Anthologies, General & Miscellaneous Literature Anthologies, Peoples & Cultures - Fiction",3.0,Paperback,$1.99,Bamboo Ridge Press,July 1986
9781597140379,Inlandia,Wattawa,Gayle,"Regional American Anthologies, American Literature Anthologies",2.0,Paperback,$18.34,Heyday Books,October 2006
9781892514011,Literary Savannah,Allen,Patrick,"Travel, Museums, Tours, Points of Interest",4.0,Paperback,$16.95,"Hill Street Press, LLC",July 2006
9780195020588,"New Oxford Book of American Verse, Vol. 1",Ellmann,Richard,"Poetry Anthologies, American Poetry, American Literature Anthologies",3.0,Hardcover,$1.99,"Oxford University Press, USA",October 1976
9780806513492,Caroling Dusk,Cullen,Countee,"Poetry, American Literature Anthologies, Anthologies",3.0,Paperback,$15.45,Kensington Publishing Corporation,January 1993
9780875652535,Literary Fort Worth,Alter,Judy,Regional American Anthologies,1.0,Paperback,$14.44,Texas Christian University Press,May 2002
9780809327638,A River Through Illinois,Overturf,Daniel V.,"Nature, Marine Terrain, American Literature Anthologies, Travel - General & Miscellaneous, Aquatic Life & Sciences, U.S. Travel - States, Photography - Travel, Travel Photography, Natural Terrain",9.0,Hardcover,$37.42,Southern Illinois University Press,April 2008
9780879058326,"Don't Squat With Yer Spurs On! II, Vol. 2",Bender,Texas Bix,"American Humor - Peoples & Cultures, American Literature Anthologies",2.0,Paperback,$1.99,"Smith, Gibbs Publisher",September 1997
9781567920789,The Maine Reader: The Down East Experience from 1614 to the Present,Shain,Charles,"United States History - Northeastern & Middle Atlantic Region, American Literature Anthologies",2.0,Paperback,$15.71,"Godine, David R. Publishers, Inc.",January 1997
9780813007267,Florida Frenzy,Crews,Harry E.,"American Essays, Regional American Anthologies",2.0,Paperback,$12.79,University Press of Florida,June 1982
9781587298714,Starting Today: 100 Poems for Obama's First 100 Days,Zucker,Rachel,"Poetry, American Literature Anthologies, Anthologies, General & Miscellaneous Poetry",4.0,Paperback,$18.20,University of Iowa Press,April 2010
9780820327754,Chattooga: Descending into the Myth of Deliverance River,Lane,John,"Natural Terrain - Rivers, United States - Travel Essays & Descriptions - General & Miscellaneous, Southern U.S. - Travel, American Literature Anthologies",4.0,Paperback,$26.14,University of Georgia Press,September 2005
9781583220221,All Things Censored [With CD],Abu-Jamal,Mumia,"Prisoners & Accused Persons - Biography, Individual Trials & Litigation, Political Activists & Social Reformers - U.S. Political Biography, Administration of Criminal Justice, Political Activism & Social Action, Prisons & Prison Life, African Americans -",7.0,Hardcover,$23.96,Seven Stories Press,July 2003
9780813190662,Listen Here: Women Writing in Appalachia,Ballard,Sandra L.,"American Literature Anthologies, Anthologies",2.0,Paperback,$35.00,University Press of Kentucky,August 2004
9781559362917,The Flu Season and Other Plays,Eno,Will,"Drama Anthologies, American Drama, American Literature Anthologies",3.0,Paperback,$10.16,Theatre Communications Group,December 2006
9781887366755,Solomon Northup's Twelve Years a Slave: And Plantation Life in the Antebellum South,Northup,Solomon,Literary Criticism,1.0,Hardcover,$45.00,University of Louisiana at Lafayette Press,January 2007
9780873514378,Bamboo among the Oaks: Contemporary Writing by Hmong Americans,Moua,Mai Neng,"Literary Criticism, American",2.0,Paperback,$14.95,Minnesota Historical Society Press,October 2002
9781931082761,Poets of the Civil War,McClatchy,J. D.,"Poetry Anthologies, American Poetry, War Poetry, American Literature Anthologies",4.0,Hardcover,$20.00,Library of America,April 2005
9780156135399,The Book of American Negro Poetry,Johnson,James Weldon,"Poetry, General",2.0,Paperback,$15.00,Houghton Mifflin Harcourt,October 1969
9781883011765,"Slave Narratives: James Albert Ukawsaw Gronniosaw, Olaudah Equiano, Nat Turner, Frederick Douglass, William Wells Brown, Henry Bibb, Sojourner Truth, William and Ellen Craft, Harriet A. Jacobs, Jacob D. Green (Library of America)",Andrews,William L.,"Slavery - Social Sciences, Slavery & Abolitionism - African American History, Slave Narratives & Biographies, American Literature Anthologies, African American General Biography",5.0,Hardcover,$33.60,Library of America,January 2000
9780898867107,Denali: A Literary Anthology,Sherwonit,Bill,"Alaska - State & Local History, Places - Literary Anthologies, Regional American Anthologies, Natural History - United States, Natural Literature & History, Literature Anthologies - General & Miscellaneous",6.0,Paperback,$18.95,"Mountaineers Books, The",October 2000
9780743257589,The Best American Poetry 2005,Muldoon,Paul,"Poetry Anthologies, American Poetry, American Literature Anthologies",3.0,Paperback,$15.05,Simon & Schuster Adult Publishing Group,September 2005
9780872865013,"Who's to Say What's Obscene?: Politics, Culture, and Comedy in America Today",Krassner,Paul,American Humor - Peoples & Cultures,1.0,Paperback,$15.33,City Lights Books,July 2009
9780872865280,Impossible Princess,Killian,Kevin,"Fiction, American Literature Anthologies, Anthologies, Gay & Lesbian Studies, Fiction Subjects",5.0,Paperback,$15.95,City Lights Books,November 2009
9780415936828,This Bridge We Call Home: Radical Visions for Transformation,Anzaldua,Gloria E.,"American Literature Anthologies, Women's Biography, Anthologies, General & Miscellaneous Literary Criticism, Gay & Lesbian Studies, Women's Biography, Gay & Lesbian Biographies",7.0,Paperback,$44.84,"Taylor & Francis, Inc.",September 2002
9780201846706,Our Own Stories: Readings for Cross-Cultural Communication,Dresser,Norine,"Language Arts &amp; Disciplines, General",2.0,Paperback,$25.65,Longman Publishing Group,August 1995
9781888160437,Sky Begins at Your Feet,Mirriam-Goldberg,Caryn,"Cancer Patients - Biography, American Literature Anthologies",2.0,Paperback,$15.69,Ice Cube Press,September 2009
9780826328892,Hot Biscuits: Eighteen Stories by Women and Men of the Ranching West,Evans,Max,"History, Europe",2.0,Hardcover,$12.95,University of New Mexico Press,July 2002
9780826348180,Santa Fe Nativa: A Collection of Nuevomexicano Writing,Otero,Rosalie C.,American Literature Anthologies,1.0,Hardcover,$15.84,University of New Mexico Press,November 2009
9781557837127,The Best American Short Plays 2004-2005,Parisi,Barbara,"Drama Anthologies, American Drama, American Literature Anthologies",3.0,Paperback,$15.83,Applause Theatre and Cinema Books,August 2008
9781558853461,En Otra Voz: Antolog&#237;a de Literatura Hispana de los Estados Unidos,Kanellos,Nicolas,Peoples & Cultures - American Anthologies,1.0,Paperback,$8.39,Arte Publico Press,August 2002
9780271027210,Common Wealth,Maddox,Marjorie,"Poetry, American Literature Anthologies, Anthologies",3.0,Paperback,$33.55,Penn State University Press,October 2005
9780452011748,American Satire,Bakalar,Nicholas,"Humor - History & Criticism, American Humor - Peoples & Cultures, American Literature Anthologies",3.0,Paperback,$26.44,Penguin Group (USA),April 1997
9780870498763,"Appalachia inside Out, Vol. 2",Higgs,Robert J.,"United States - Civilization, Regional American Anthologies, Southern Region - History - General & Miscellaneous",3.0,Paperback,$17.69,University of Tennessee Press,November 1995
9780804011075,New Stories from the Southwest,Horton,D. Seth,"Short Story Anthologies, Regional American Anthologies, American Literature Anthologies",3.0,Paperback,$19.22,Ohio University Press,December 2007
9780674006034,Writing New England: An Anthology from the Puritans to the Present,Delbanco,Andrew,Regional American Anthologies,1.0,Hardcover,$1.99,Harvard University Press,October 2001
9780618249336,Crazy Woman Creek: Women Rewrite the American West,Curtis,Nancy,"American Literature Anthologies, Anthologies",2.0,Paperback,$9.52,Houghton Mifflin Harcourt,May 2004
9780806133676,Circle of Women: An Anthology of Contemporary Western Women Writers,Barnes,Kim,"American Literature Anthologies, Anthologies",2.0,Paperback,$19.95,University of Oklahoma Press,November 2001
9780673990174,African-American Literature: A Brief Introduction and Anthology,Young,Al,"Peoples & Cultures - American Anthologies, African Americans - General & Miscellaneous, African American Literature - Literary Criticism",3.0,Paperback,$51.80,Longman,January 1997
9781558491113,El Coro,Espada,Martin,"Poetry, American Literature Anthologies, Anthologies",3.0,Paperback,$10.34,University of Massachusetts Press,December 1997
9780945575931,Out on the Porch: An Evocation in Words and Pictures,Price,Reynolds,"Outdoor & Recreational Areas, American Literature Anthologies",2.0,Hardcover,$1.99,Algonquin Books of Chapel Hill,January 1992
9781565849860,30 Satires,Lapham,Lewis H.,"Political Science, General",2.0,Paperback,$15.95,"New Press, The",April 2005
9781580051583,Literary Mama: Reading for the Maternally Inclined,Buchanan,Andrea J.,"Motherhood, Family - Literary Anthologies, Parenting - General & Miscellaneous, American Literature Anthologies",4.0,Paperback,$10.16,Avalon Publishing Group,January 2006
9780268041342,"In So Many More Words: Arguments and Adventures, Second Edition",Schmuhl,Robert,"Journalism - Collections & History, Political Culture, United States Studies - General & Miscellaneous, United States - Civilization, Political Sociology, American Literature Anthologies, U.S. Politics & Government - General & Miscellaneous, Journalism -",8.0,Paperback,$22.00,University of Notre Dame Press,September 2010
9780881461831,Georgia Cowboy Poets,Fillingim,David,"Poetry - General & Miscellaneous, American Poetry, American Literature Anthologies",3.0,Paperback,$24.17,Mercer University Press,March 2010
9780253214928,Decolonial Voices: Chicana and Chicano Cultural Studies in the 21st Century,Aldama,Arturo J.,"General & Miscellaneous American Art, Latin America & the Caribbean - Civilization, Latin Americans - General & Miscellaneous, United States - Civilization, Peoples & Cultures - American Anthologies, Regional Studies - Western U.S., Colonialism & Imperial",7.0,Paperback,$23.95,Indiana University Press,March 2002
9780060953225,More Mirth of a Nation: The Best Contemporary Humor,Rosen,Michael J.,"Fiction, Humorous",2.0,Paperback,$15.95,HarperCollins Publishers,November 2002
9781575253862,New Playwrights: The Best Plays of 2003,Lepidus,D. L.,"Drama Anthologies, American Drama, American Literature Anthologies",3.0,Paperback,$19.95,"Smith & Kraus, Inc.",November 2005
9781585360956,American Reader,Wargin,Kathy-jo,"American Literature Anthologies, United States - People & Places",2.0,Paperback,$11.65,Sleeping Bear Press,September 2006
9780316347105,Every Shut Eye Ain't Asleep; An Anthology of Poetry by African Americans since 1945,Harper,Michael S.,"Poetry Anthologies, American Poetry, American Literature Anthologies",3.0,Paperback,$18.40,Hachette Book Group,February 1994
9781566890014,Moment's Notice: Jazz in Poetry and Prose,Lange,Art,"Jazz - General & Miscellaneous, Literature Anthologies - General & Miscellaneous, Arts & Entertainment - Fiction, American Literature Anthologies",4.0,Hardcover,$18.24,Coffee House Press,July 1992
9781892514110,Literary Nashville,Allen,Patrick,"Literary Criticism, American",2.0,Paperback,$16.95,"Hill Street Press, LLC",November 1999
9781566891417,Screaming Monkeys: Critiques of Asian American Images,Galang,M. Evelina,"Asian American Studies - General & Miscellaneous, Peoples & Cultures - American Anthologies, Asian American Literature - Literary Criticism",3.0,Paperback,$22.00,Coffee House Press,July 2003
9780944350614,Imagination And Spirit,Bill,J. Brent,"Society of Friends (Quakers), American Literature Anthologies",2.0,Paperback,$18.43,Friends United Press,February 2006
9781931082525,"Writings: The Autobiography of an Ex-Colored Man, Along This Way, Essays and Editorials, Selected Poems",Johnson,James Weldon,"American Fiction, American Essays, American Poetry, African Americans - Fiction & Literature, African Americans - General & Miscellaneous, Peoples & Cultures - American Anthologies, U.S. Authors - African American - Literary Biography, U.S. Authors - 20th",8.0,Hardcover,$36.10,Library of America,January 2004
9780199273157,Quixotic Fictions of the USA 1792-1815,Wood,Sarah Florence,"General & Miscellaneous European Literature - Literary Criticism, 16th-17th Century Spanish Literature (Golden Age) - Literary Criticism, Literary Criticism - U.S. Fiction & Prose Literature - General & Miscellaneous, Literary Criticism - U.S. Fiction & P",4.0,Hardcover,$150.00,"Oxford University Press, USA",January 2006
9780814321423,"Roots of African American Drama: An Anthology of Early Plays, 1858-1938",Hamalian,Leo,"Drama, American",2.0,Paperback,$21.95,Wayne State University Press,December 1992
9780295977461,The Floating Borderlands: Twenty-Five Years of U.S. Hispanic Literature,Flores,Lauro,"Peoples & Cultures - American Anthologies, American Literature Anthologies",2.0,Paperback,$18.95,University of Washington Press,December 1998
9780822955603,Classic Plays from the Negro Ensemble Company,Harrison,Paul Carter,"Drama, General & Miscellaneous Drama, American Literature Anthologies, Anthologies",4.0,Paperback,$3.98,University of Pittsburgh Press,October 1995
9780978848934,Bombshells: War Stories and Poems by Women on the Homefront,Martin,Missy,"United States - World War II - Homefront, Historical Biography - United States - 20th Century, Women Authors - Literature Anthologies, World War II - War Narratives, World War II - Social Aspects, War - Literary Anthologies, World War II - Personal Narrat",7.0,Paperback,$11.85,"OmniArts, LLC",January 2007
9780520216846,At Home on the Earth: Becoming Native to Our Place,Barnhill,David Landis,"Nature, General & Miscellaneous Philosophy, American Literature Anthologies, General & Miscellaneous Literature Anthologies, Major Branches of Philosophical Study, Native North American People, Natural History, Landscape & Environment - Social Aspects",8.0,Paperback,$24.95,University of California Press,August 1999
9780275935672,Wines in the Wilderness: Plays by African American Women from the Harlem Renaissance to the Present,Brown-Guillory,Elizabeth,"Drama Anthologies, American Drama, Peoples & Cultures - Drama, American Literature Anthologies",4.0,Paperback,$27.95,"Greenwood Publishing Group, Incorporated",August 1990
9780877457954,Stand Up Poetry: An Expanded Anthology,Webb,Charles Harper,"Literary Criticism, American",2.0,Paperback,$23.71,University of Iowa Press,January 2002
9781591791881,First Thought Best Thought,Ginsberg,Allen,Literary Collections,1.0,Compact Disc,$29.95,"Sounds True, Incorporated",August 2004
9781573240376,For She Is the Tree of Life: Grandmothers Through the Eyes of Women Writers,Kack-Brice,Valerie,"Literary Criticism, General",2.0,Paperback,$14.95,Red Wheel/Weiser,May 1996
9781560253785,White Lines: Writers on Cocaine,Zanetti,Geno,"Substance Use & Abuse - Medical Aspects, Substance Use & Abuse, English & Irish Literature Anthologies, American Literature Anthologies, Drugs & Controlled Substances - Social Aspects",5.0,Paperback,$15.98,Running Press Book Publishers,December 2002
